,totalid
"321354,7386463",4.0
"321354,7399405",1.0
"321355,7400420",2.0
"321355,7421753",2.0
"321356,7389407",2.0
"321356,7390389",1.0
"321356,7413476",5.0
"321357,7410947",6.0
"321358,7387858",2.0
"321360,7383511",1.0
"321361,7396331",1.0
"321364,7397870",8.0
"321365,7394754",1.0
"321365,7418429",2.0
"321369,7372340",4.0
"321370,7372318",2.0
"321370,7385358",2.0
"321372,7380994",2.0
"321373,7381857",3.0
"321374,7394733",2.0
"321376,7378463",10.0
"321376,7388713",2.0
"321376,7394252",2.0
"321379,7392488",2.0
"321380,7383786",7.0
"321382,7386429",6.0
"321382,7424697",4.0
"321384,7359342",6.0
"321384,7387295",4.0
"321384,7392540",7.0
"321385,7415029",8.0
"321386,7387982",7.0
"321387,7398141",4.0
"321387,7404765",4.0
"321389,7423148",2.0
"321390,7387131",2.0
"321390,7401607",6.0
"321391,7387047",4.0
"321393,7415041",5.0
"321394,7405174",3.0
"321395,7387824",4.0
"321395,7400320",6.0
"321395,7401540",2.0
"321396,7395133",8.0
"321397,7406255",5.0
"321398,7383476",1.0
"321399,7401295",3.0
"321399,7409820",1.0
"321400,7384056",4.0
"321400,7394178",1.0
"321401,7393773",2.0
"321404,7399161",2.0
"321405,7415249",2.0
"321406,7388033",3.0
"321406,7391803",1.0
"321407,7407043",2.0
"321407,7422798",2.0
"321408,7388603",3.0
"321409,7388401",1.0
"321409,7393867",5.0
"321409,7405427",2.0
"321410,7404610",5.0
"321411,7415153",2.0
"321411,7417798",4.0
"321412,7385603",5.0
"321412,7407389",4.0
"321413,7380398",2.0
"321415,7381631",4.0
"321416,7380043",2.0
"321416,7392120",7.0
"321416,7426004",8.0
"321418,7372963",9.0
"321420,7388380",2.0
"321420,7394595",8.0
"321420,7401309",2.0
"321422,7384183",6.0
"321422,7424317",1.0
"321423,7384502",1.0
"321423,7417785",6.0
"321424,7383482",3.0
"321424,7388605",3.0
"321424,7388606",2.0
"321424,7400669",3.0
"321425,7419295",5.0
"321425,7423990",2.0
"321426,7392407",2.0
"321426,7402021",1.0
"321429,7390336",1.0
"321429,7393577",2.0
"321429,7401300",1.0
"321430,7424800",1.0
"321431,7380039",3.0
"321432,7380751",4.0
"321433,7394445",8.0
"321434,7385899",8.0
"321434,7388443",4.0
"321434,7393811",3.0
"321434,7399433",4.0
"321435,7387708",2.0
"321436,7359538",9.0
"321436,7390807",1.0
"321436,7409674",1.0
"321438,7372597",1.0
"321438,7391529",1.0
"321438,7394714",2.0
"321439,7387112",4.0
"321439,7392505",2.0
"321441,7372362",7.0
"321441,7423275",1.0
"321443,7387093",12.0
"321443,7390897",2.0
"321443,7395233",2.0
"321444,7380697",10.0
"321445,7390338",1.0
"321445,7393726",3.0
"321447,7383085",7.0
"321449,7401192",2.0
"321451,7381114",4.0
"321451,7386595",8.0
"321452,7386022",4.0
"321452,7389956",9.0
"321454,7415285",1.0
"321455,7390326",8.0
"321455,7393534",10.0
"321455,7423366",7.0
"321456,7400356",2.0
"321457,7393841",4.0
"321458,7399080",4.0
"321458,7422390",10.0
"321459,7405359",9.0
"321462,7372332",3.0
"321463,7372317",1.0
"321464,7392732",9.0
"321464,7398368",4.0
"321466,7390179",2.0
"321466,7415274",4.0
"321467,7391244",18.0
"321469,7409207",2.0
"321470,7390893",3.0
"321470,7393473",9.0
"321470,7417268",2.0
"321472,7383955",2.0
"321472,7390876",1.0
"321472,7398772",5.0
"321473,7416598",3.0
"321474,7402867",1.0
"321474,7417641",1.0
"321475,7425656",9.0
"321476,7395047",4.0
"321477,7402216",1.0
"321478,7387644",3.0
"321478,7398092",2.0
"321478,7405985",2.0
"321480,7395026",4.0
"321480,7402612",6.0
"321480,7413915",5.0
"321481,7391727",6.0
"321481,7403544",8.0
"321481,7410388",1.0
"321481,7417228",2.0
"321483,7394295",7.0
"321485,7380259",6.0
"321486,7382537",6.0
"321486,7394967",10.0
"321488,7390880",1.0
"321489,7380816",2.0
"321490,7414973",2.0
"321491,7389351",4.0
"321492,7392796",1.0
"321494,7392115",4.0
"321495,7380584",10.0
"321497,7383561",1.0
"321497,7383571",2.0
"321498,7424807",3.0
"321501,7387001",4.0
"321503,7402214",2.0
"321504,7392793",4.0
"321506,7382868",5.0
"321506,7401816",8.0
"321507,7394649",2.0
"321508,7387489",5.0
"321510,7386856",1.0
"321510,7389996",3.0
"321513,7402545",1.0
"321514,7402459",2.0
"321517,7394387",4.0
"321517,7423359",2.0
"321519,7396133",1.0
"321519,7415339",8.0
"321520,7415341",1.0
"321522,7394398",2.0
"321524,7402442",1.0
"321525,7396150",2.0
"321527,7424414",2.0
"321529,7382026",3.0
"321530,7372553",6.0
"321531,7359179",8.0
"321531,7399598",2.0
"321531,7406880",9.0
"321531,7416526",4.0
"321531,7423774",1.0
"321532,7381846",10.0
"321532,7389948",2.0
"321532,7392181",2.0
"321532,7393942",2.0
"321533,7381356",4.0
"321533,7394535",3.0
"321533,7397724",2.0
"321535,7393968",2.0
"321537,7386370",2.0
"321537,7416258",2.0
"321537,7424324",4.0
"321540,7405349",1.0
"321540,7410523",1.0
"321541,7394995",2.0
"321542,7384526",2.0
"321542,7399629",2.0
"321542,7415379",2.0
"321543,7381238",7.0
"321543,7393107",2.0
"321543,7417610",3.0
"321546,7405117",2.0
"321547,7383476",8.0
"321547,7384674",5.0
"321548,7380145",2.0
"321548,7394459",1.0
"321548,7394480",1.0
"321549,7402366",2.0
"321549,7402416",1.0
"321550,7372563",12.0
"321550,7382086",8.0
"321552,7387696",4.0
"321552,7406225",2.0
"321553,7372482",8.0
"321553,7387365",6.0
"321553,7406032",4.0
"321556,7384634",4.0
"321556,7393955",6.0
"321556,7423807",2.0
"321556,7424507",2.0
"321558,7394718",1.0
"321558,7400334",1.0
"321562,7383543",1.0
"321564,7420012",2.0
"321564,7423143",4.0
"321565,7384667",1.0
"321565,7393918",1.0
"321565,7423816",1.0
"321565,7423899",2.0
"321566,7410705",9.0
"321567,7380565",3.0
"321567,7384675",3.0
"321567,7395265",1.0
"321569,7383578",1.0
"321569,7399376",6.0
"321572,7395090",2.0
"321572,7426337",6.0
"321573,7399384",3.0
"321573,7415421",6.0
"321574,7385899",7.0
"321575,7388117",2.0
"321576,7399022",3.0
"321576,7406491",3.0
"321576,7423852",1.0
"321577,7390501",7.0
"321577,7404986",5.0
"321578,7399181",2.0
"321578,7405355",1.0
"321578,7415420",2.0
"321579,7381594",5.0
"321580,7379223",2.0
"321580,7388482",14.0
"321580,7400197",4.0
"321581,7424418",1.0
"321585,7386952",5.0
"321586,7394757",7.0
"321587,7395081",5.0
"321588,7394781",2.0
"321589,7382421",5.0
"321591,7385454",2.0
"321593,7379265",2.0
"321593,7395170",6.0
"321593,7398044",2.0
"321594,7398042",2.0
"321595,7395165",4.0
"321597,7381422",9.0
"321598,7415473",2.0
"321598,7424431",4.0
"321600,7388504",9.0
"321601,7401081",16.0
"321602,7395207",2.0
"321603,7382142",5.0
"321606,7380736",6.0
"321606,7398324",2.0
"321607,7396694",2.0
"321607,7396877",3.0
"321607,7422111",7.0
"321609,7370838",1.0
"321610,7388582",2.0
"321610,7388807",2.0
"321610,7394110",11.0
"321611,7424535",2.0
"321613,7382627",7.0
"321615,7360317",1.0
"321615,7392543",14.0
"321616,7399125",3.0
"321616,7402026",2.0
"321617,7387636",1.0
"321619,7381626",2.0
"321619,7424491",2.0
"321620,7386801",2.0
"321620,7394576",4.0
"321620,7396988",1.0
"321620,7401047",2.0
"321621,7395028",1.0
"321622,7387636",8.0
"321622,7416897",2.0
"321623,7370859",2.0
"321623,7383606",6.0
"321623,7386230",8.0
"321623,7387186",5.0
"321625,7398359",3.0
"321625,7415048",2.0
"321628,7394061",2.0
"321628,7398740",2.0
"321629,7379696",4.0
"321629,7398705",3.0
"321630,7393128",5.0
"321631,7381677",8.0
"321631,7400106",1.0
"321632,7381104",1.0
"321632,7410051",2.0
"321633,7379344",2.0
"321634,7396477",2.0
"321635,7387654",8.0
"321635,7398299",7.0
"321635,7425531",1.0
"321638,7387551",3.0
"321638,7387657",6.0
"321639,7359105",8.0
"321639,7387658",6.0
"321639,7403266",11.0
"321640,7381124",7.0
"321640,7400284",2.0
"321642,7380835",1.0
"321643,7393070",1.0
"321643,7401583",2.0
"321643,7406973",6.0
"321643,7417124",3.0
"321645,7380608",2.0
"321645,7394876",6.0
"321645,7398400",6.0
"321646,7397497",1.0
"321646,7403262",3.0
"321647,7395311",2.0
"321647,7426214",1.0
"321647,7426430",1.0
"321649,7382622",4.0
"321650,7394716",3.0
"321650,7409294",6.0
"321650,7423453",2.0
"321651,7393717",1.0
"321651,7400419",1.0
"321652,7379984",4.0
"321652,7386629",2.0
"321655,7358791",6.0
"321655,7383617",15.0
"321655,7415039",1.0
"321656,7394706",1.0
"321658,7396418",1.0
"321659,7395403",2.0
"321659,7424585",2.0
"321661,7390327",6.0
"321661,7423938",2.0
"321662,7377476",5.0
"321662,7379833",4.0
"321662,7401292",9.0
"321663,7381443",3.0
"321664,7424246",2.0
"321665,7397544",2.0
"321667,7390502",2.0
"321667,7416713",4.0
"321668,7358842",3.0
"321668,7387946",1.0
"321669,7388818",1.0
"321669,7404843",3.0
"321670,7398553",7.0
"321671,7405298",3.0
"321671,7416369",1.0
"321672,7389108",1.0
"321674,7380179",2.0
"321678,7392640",2.0
"321678,7392988",2.0
"321678,7406898",2.0
"321678,7417284",6.0
"321679,7358809",2.0
"321679,7380257",1.0
"321679,7392881",2.0
"321679,7423804",2.0
"321680,7409327",9.0
"321681,7358887",2.0
"321683,7415034",1.0
"321683,7415350",3.0
"321685,7395415",2.0
"321685,7424607",2.0
"321686,7382546",2.0
"321686,7399813",5.0
"321686,7427510",2.0
"321688,7383001",5.0
"321688,7394559",5.0
"321690,7383308",4.0
"321691,7380901",15.0
"321691,7405049",1.0
"321694,7393069",2.0
"321696,7395091",5.0
"321697,7390059",5.0
"321697,7416627",2.0
"321700,7386224",5.0
"321700,7413872",4.0
"321701,7399031",1.0
"321702,7386869",2.0
"321702,7410032",7.0
"321702,7423796",2.0
"321703,7394392",4.0
"321704,7394394",10.0
"321706,7416853",2.0
"321706,7424426",1.0
"321707,7395191",4.0
"321708,7386111",1.0
"321708,7402114",2.0
"321708,7416458",2.0
"321709,7405207",3.0
"321710,7424447",1.0
"321710,7424597",3.0
"321710,7426002",7.0
"321712,7388664",2.0
"321713,7384733",4.0
"321714,7387912",6.0
"321714,7393339",4.0
"321715,7424115",2.0
"321716,7394434",5.0
"321716,7416391",2.0
"321718,7402110",2.0
"321719,7395822",6.0
"321719,7424138",1.0
"321719,7424408",2.0
"321720,7381626",3.0
"321720,7414988",6.0
"321723,7377768",1.0
"321723,7388298",2.0
"321724,7382331",2.0
"321724,7387856",3.0
"321724,7397758",2.0
"321725,7388137",2.0
"321725,7405311",1.0
"321725,7406832",5.0
"321725,7415286",2.0
"321726,7387856",1.0
"321726,7392082",2.0
"321727,7378229",3.0
"321728,7358797",14.0
"321729,7416735",1.0
"321729,7424389",2.0
"321730,7380144",2.0
"321730,7381295",1.0
"321730,7385580",8.0
"321730,7386959",8.0
"321730,7400339",2.0
"321730,7424067",4.0
"321731,7382202",2.0
"321731,7388295",1.0
"321732,7385659",2.0
"321734,7381892",7.0
"321734,7384621",1.0
"321734,7394701",4.0
"321734,7395611",4.0
"321734,7395861",1.0
"321735,7393221",6.0
"321735,7400391",1.0
"321736,7380640",1.0
"321737,7424326",2.0
"321738,7388070",2.0
"321738,7398433",3.0
"321739,7387276",12.0
"321739,7397785",1.0
"321740,7395120",2.0
"321741,7381079",6.0
"321741,7395351",6.0
"321741,7422581",2.0
"321741,7423741",4.0
"321742,7386522",4.0
"321742,7401672",1.0
"321742,7423093",2.0
"321745,7401675",1.0
"321746,7389034",2.0
"321747,7423995",2.0
"321748,7380542",1.0
"321749,7410973",5.0
"321750,7399278",2.0
"321751,7384253",8.0
"321753,7410310",1.0
"321754,7393138",1.0
"321755,7393099",3.0
"321755,7397813",2.0
"321755,7415267",1.0
"321758,7404595",4.0
"321760,7397050",1.0
"321761,7383670",1.0
"321761,7386444",5.0
"321761,7394461",5.0
"321761,7397050",2.0
"321762,7382369",4.0
"321762,7390725",2.0
"321763,7380962",2.0
"321764,7381206",13.0
"321765,7381426",10.0
"321765,7395492",1.0
"321766,7395075",5.0
"321768,7426056",2.0
"321769,7423468",1.0
"321769,7424845",5.0
"321772,7388457",2.0
"321773,7394191",2.0
"321773,7399123",1.0
"321775,7415351",1.0
"321776,7380610",3.0
"321777,7358817",2.0
"321777,7416581",2.0
"321780,7397588",3.0
"321781,7391233",2.0
"321782,7381117",1.0
"321784,7425420",4.0
"321785,7384178",1.0
"321785,7393066",2.0
"321785,7421695",2.0
"321786,7389182",2.0
"321787,7397103",17.0
"321789,7387971",3.0
"321791,7364476",2.0
"321793,7382967",7.0
"321793,7416611",1.0
"321794,7381332",8.0
"321797,7380986",4.0
"321797,7426807",8.0
"321799,7388605",2.0
"321801,7399940",5.0
"321802,7384202",1.0
"321802,7386503",4.0
"321804,7391404",5.0
"321805,7395102",5.0
"321805,7423599",4.0
"321805,7423836",2.0
"321807,7401483",2.0
"321808,7400171",6.0
"321809,7424133",61.0
"321811,7378971",4.0
"321811,7388080",5.0
"321811,7398814",3.0
"321811,7415328",2.0
"321812,7397565",4.0
"321812,7400506",1.0
"321813,7422129",1.0
"321814,7381168",6.0
"321814,7400529",1.0
"321814,7406124",6.0
"321814,7426733",1.0
"321815,7385458",1.0
"321815,7421203",7.0
"321816,7401467",10.0
"321818,7391731",1.0
"321818,7422841",5.0
"321819,7391370",1.0
"321819,7417084",4.0
"321820,7390571",2.0
"321820,7390573",1.0
"321823,7400983",2.0
"321825,7402925",4.0
"321827,7389352",9.0
"321827,7389356",2.0
"321827,7399403",4.0
"321827,7426090",6.0
"321828,7393966",8.0
"321828,7401511",6.0
"321828,7410134",7.0
"321829,7379543",2.0
"321829,7383851",1.0
"321829,7395877",4.0
"321831,7381105",4.0
"321832,7383717",2.0
"321833,7383860",2.0
"321834,7391205",4.0
"321838,7406398",3.0
"321839,7391347",5.0
"321841,7394190",3.0
"321841,7395901",8.0
"321842,7390640",2.0
"321843,7397605",5.0
"321843,7410309",2.0
"321845,7387930",3.0
"321845,7397275",43.0
"321846,7384909",2.0
"321847,7392215",4.0
"321847,7394619",3.0
"321848,7397831",6.0
"321852,7383052",2.0
"321852,7391332",1.0
"321853,7394638",4.0
"321853,7410989",3.0
"321854,7384501",1.0
"321854,7388383",1.0
"321855,7382265",2.0
"321856,7394708",2.0
"321856,7396195",1.0
"321857,7382586",4.0
"321858,7382509",6.0
"321859,7380289",5.0
"321859,7381803",8.0
"321859,7390523",4.0
"321859,7394632",1.0
"321862,7381099",2.0
"321862,7388275",2.0
"321866,7398240",4.0
"321867,7405808",6.0
"321868,7382897",1.0
"321869,7397790",1.0
"321871,7416951",4.0
"321874,7392394",2.0
"321876,7389430",3.0
"321876,7392350",7.0
"321877,7425791",3.0
"321878,7396174",1.0
"321879,7380968",4.0
"321881,7359052",1.0
"321882,7385017",2.0
"321883,7389783",6.0
"321883,7399694",1.0
"321884,7390570",2.0
"321885,7386518",3.0
"321886,7387984",1.0
"321887,7384451",5.0
"321887,7391693",6.0
"321887,7394799",7.0
"321888,7381581",7.0
"321889,7403146",1.0
"321889,7414963",2.0
"321890,7421695",4.0
"321891,7377418",1.0
"321891,7415169",1.0
"321892,7384491",2.0
"321892,7386501",1.0
"321892,7389775",5.0
"321893,7383896",6.0
"321893,7403375",7.0
"321893,7424988",2.0
"321895,7382603",3.0
"321895,7423652",2.0
"321896,7379101",4.0
"321896,7387780",1.0
"321896,7390667",1.0
"321897,7394587",2.0
"321897,7402129",4.0
"321898,7381073",5.0
"321898,7387860",3.0
"321898,7422612",1.0
"321899,7391662",6.0
"321901,7384474",2.0
"321902,7391680",2.0
"321904,7391071",8.0
"321905,7381378",3.0
"321905,7394229",8.0
"321906,7392718",2.0
"321907,7380595",9.0
"321911,7391945",2.0
"321911,7399492",6.0
"321911,7400556",4.0
"321914,7415047",1.0
"321915,7387748",3.0
"321916,7380071",3.0
"321916,7425349",2.0
"321917,7397815",1.0
"321919,7415266",1.0
"321921,7400945",4.0
"321921,7425328",3.0
"321923,7386537",2.0
"321924,7383698",1.0
"321924,7388647",6.0
"321925,7382346",2.0
"321925,7395566",7.0
"321925,7399463",3.0
"321925,7399528",2.0
"321927,7391659",2.0
"321928,7383937",9.0
"321929,7386283",5.0
"321929,7391956",9.0
"321930,7390454",6.0
"321930,7391013",12.0
"321931,7423409",1.0
"321932,7385467",15.0
"321932,7395244",4.0
"321934,7379664",4.0
"321934,7387316",4.0
"321934,7396505",2.0
"321934,7424789",2.0
"321936,7386972",1.0
"321937,7395611",2.0
"321937,7412415",4.0
"321937,7426407",2.0
"321939,7391816",8.0
"321942,7392530",2.0
"321943,7404969",1.0
"321944,7386739",4.0
"321944,7391517",3.0
"321945,7384508",7.0
"321945,7399473",4.0
"321946,7384458",1.0
"321946,7388162",1.0
"321946,7424119",5.0
"321947,7391959",2.0
"321949,7380307",8.0
"321950,7389303",7.0
"321950,7404885",14.0
"321951,7412825",2.0
"321952,7393803",2.0
"321953,7380802",3.0
"321953,7385338",9.0
"321954,7414933",6.0
"321955,7391997",7.0
"321955,7423995",2.0
"321956,7383482",1.0
"321959,7385748",2.0
"321959,7410993",6.0
"321963,7410124",6.0
"321963,7423262",4.0
"321964,7412326",3.0
"321965,7379461",3.0
"321966,7393234",6.0
"321966,7422268",2.0
"321967,7395585",3.0
"321968,7383114",1.0
"321968,7412795",8.0
"321968,7423475",2.0
"321968,7424855",1.0
"321969,7381756",12.0
"321969,7405853",1.0
"321970,7384212",6.0
"321970,7393253",2.0
"321971,7395469",1.0
"321972,7409776",11.0
"321973,7380839",1.0
"321974,7392810",6.0
"321975,7380552",12.0
"321978,7396059",2.0
"321979,7379155",4.0
"321980,7400400",1.0
"321980,7404781",1.0
"321982,7386944",3.0
"321983,7378982",1.0
"321983,7382896",2.0
"321983,7388050",2.0
"321984,7377669",1.0
"321984,7392212",4.0
"321987,7397549",9.0
"321989,7397592",2.0
"321989,7401815",1.0
"321990,7379865",1.0
"321991,7397564",3.0
"321992,7388113",2.0
"321993,7393828",11.0
"321994,7392950",2.0
"321995,7396741",2.0
"321995,7414903",4.0
"321997,7386553",3.0
"321998,7390936",6.0
"321998,7397266",2.0
"321999,7388618",4.0
"322001,7400398",4.0
"322001,7424474",4.0
"322002,7388695",4.0
"322003,7377208",2.0
"322003,7385426",8.0
"322004,7394676",2.0
"322005,7410996",2.0
"322006,7382324",2.0
"322009,7383633",6.0
"322009,7393857",4.0
"322009,7394495",2.0
"322010,7401587",5.0
"322011,7401817",1.0
"322012,7405688",5.0
"322013,7415298",1.0
"322015,7379515",6.0
"322017,7394253",1.0
"322017,7397512",4.0
"322018,7383421",5.0
"322018,7397761",6.0
"322019,7392826",1.0
"322020,7381464",5.0
"322020,7388108",1.0
"322021,7397744",1.0
"322022,7397290",2.0
"322024,7404789",20.0
"322024,7415229",1.0
"322025,7384037",1.0
"322026,7401950",2.0
"322028,7391992",7.0
"322029,7393919",1.0
"322030,7387326",2.0
"322030,7398205",2.0
"322031,7400055",6.0
"322032,7380773",4.0
"322033,7396220",2.0
"322034,7397791",12.0
"322035,7386900",4.0
"322035,7387848",2.0
"322036,7391870",7.0
"322037,7388607",1.0
"322037,7397777",4.0
"322038,7397769",4.0
"322040,7390326",4.0
"322040,7391583",1.0
"322041,7379683",3.0
"322041,7389557",1.0
"322042,7386656",2.0
"322043,7397575",7.0
"322043,7401817",2.0
"322044,7394719",2.0
"322045,7396211",4.0
"322047,7384086",2.0
"322047,7389550",1.0
"322047,7395526",4.0
"322048,7391596",1.0
"322049,7424900",3.0
"322050,7378898",5.0
"322051,7392149",2.0
"322051,7397101",4.0
"322052,7405165",4.0
"322052,7423922",6.0
"322054,7395344",2.0
"322055,7393897",2.0
"322056,7385764",2.0
"322057,7383516",2.0
"322057,7391847",7.0
"322058,7389148",2.0
"322058,7390674",2.0
"322058,7395470",3.0
"322059,7383315",4.0
"322061,7377684",8.0
"322062,7393918",2.0
"322062,7404966",6.0
"322065,7411005",3.0
"322066,7387684",2.0
"322066,7399452",4.0
"322067,7381526",10.0
"322067,7385121",6.0
"322068,7383909",1.0
"322070,7424460",8.0
"322072,7387114",6.0
"322073,7389356",1.0
"322073,7393950",2.0
"322075,7415046",7.0
"322076,7381530",2.0
"322076,7390293",6.0
"322076,7391587",1.0
"322076,7392455",8.0
"322076,7424157",5.0
"322076,7424904",7.0
"322078,7396814",3.0
"322078,7408993",3.0
"322080,7396079",2.0
"322080,7424140",2.0
"322083,7389508",6.0
"322083,7394035",2.0
"322088,7394050",2.0
"322088,7424182",2.0
"322089,7389365",1.0
"322089,7401820",4.0
